0,1,2,3,4,5,6,7,8,9,10,11,12
1.8921068586938783,1.977318651373472,1.95731689853069,2.031797464007183,1.98934469342825,2.0018247582523574,2.016682090370036,1.4001871553686398,1.974931794818946,1.9499875523916854,1.8237536240942107,1.3690723982633202,1.876860832891003
1.8409977379313203,1.9281390503557527,1.9288366009069868,1.9190552169517616,1.9418126807939107,1.9925589644387107,1.9652206746756828,2.070624839195478,1.9289434409298511,2.047426726905232,2.053489980492791,2.0452283216042044,1.9948529004750193
1.9152059449893222,1.7150208240723175,1.88671481780756,1.8780123959667638,1.9062264938961304,2.008818640583021,2.0058012198024344,2.0272613446047094,1.8940365343995058,1.9962619289853412,2.051698885860551,1.9994963363978013,1.9835523416627066
1.4593548805854506,1.7021662002697924,1.8435038957953753,1.8539119041430374,1.8967920237891644,1.8486020317693375,1.9042661739081848,1.9224121282602114,1.98508120402092,2.0073042744373155,2.093944256673679,2.0563314456246062,2.0661929747478287
1.4178476014409003,1.6254631967130995,1.1751552802862884,1.898406799846204,1.3253510156370751,1.5488171193635503,1.903973062863642,1.8424269888120803,1.877068952169354,1.8867386350951956,1.9333721370127832,2.0169136269575194,1.9459858343612502
1.401223949843966,1.4418078126500045,1.2488989385410674,1.3271141531085107,1.8682546833535274,1.337318094740194,1.8748586855289129,1.669674122200955,1.5739981495265007,1.868315511034553,2.0578779562099303,1.9313853266625158,1.9052591232763394
1.3507273741521053,1.4270760095813961,1.8399657490759869,1.27640228071086,1.1905382956084323,1.6478506475534593,1.8876288667791963,1.4751956931342325,1.5295396133127803,1.4375299839396871,1.5653664597973993,1.7580649025231243,1.9016617736807717
1.336521441346763,1.3753233222189107,1.8216249407123142,1.783149672672959,1.81048354985484,1.682645197470658,1.845642149928588,1.5402576974434032,1.4375827127036556,1.7800006370333723,2.0987596144397136,1.7285900473558602,1.8761747389928307
1.340092832734563,1.3854915011725266,1.7218588216264075,1.7173498035330192,1.7190371236880808,1.7923376722774642,1.6759631972571842,1.5661398717228137,1.4299236529045367,1.9146513975641555,1.9661619537647712,1.8551145607623607,1.6384291766832582
1.293966720605253,1.3151556433120692,1.7821081668633343,1.3445324378285894,1.368248519953419,1.5485553402064922,1.5035340531899588,1.5865331752667444,1.4151972294288817,1.7029848351392782,1.7857321405213433,1.7220250358115297,1.7577561477616532
1.3670460043965615,1.3085908016129566,1.3618660954922348,1.2980515423061332,1.215195300264964,1.5295749965832872,1.4695502990884957,1.684582937934167,1.7269427051647426,1.750969239166047,1.3236796025700137,1.2154779339296076,1.198981889178743
1.2800841596987467,1.3025027615729545,1.3407891976984465,1.2968411282790957,1.291436132697188,1.3517762906983122,1.2979066701436557,1.3435381386192535,1.1850140967940526,1.1062934300200489,0.9530267756894162,1.1543291940435285,1.3514304745332595
1.2750653954693947,1.3466697859837076,1.2888089233963675,1.268725607579373,1.2874116275016911,0.6146994513831759,0.6971889403395347,0.6983936266170776,0.7644244397498222,0.8606679270170757,1.08985114925086,1.3225921489464907,1.1946184457401632
